Title,Character,Max Level,SA Level,Rarity,Type,Cost,ID,JP Release Date,Global Release Date,Special Skills,Leader Skill,Super Attack Name,Super Attack Effect,Passive Skill Name,Passive Skill,Links,Categories,HP,Attack,Defense,Details,References,Transforms Into,JP EZA Release Date,Global EZA Release Date,EZA Leader Skill,EZA Super Attack Name,EZA Super Attack Effect,EZA Passive Skill,EZA HP,EZA Attack,EZA Defense,Transformation Type,Transformation Condition,EZA Transformation Condition,EZA Ultra Super Attack Name,EZA Ultra Super Attack Effect,Ultra Super Attack Name,Ultra Super Attack Effect,EZA Active Skill Name,EZA Active Skill,EZA Activation Condition,Active Skill Name,Active Skill,Activation Condition,Unit Super Attack Name,Unit Super Attack Effect,EZA Unit Super Attack Name,EZA Unit Super Attack Effect
Ultimate and Supreme Fusion,Gogeta,150,1/20,LR,Super STR,77,11862,30 Jan 2020,9 Jul 2020,"[""Additional Attack"", ""Boost Category"", ""Evasion"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Transformation""]","""Final Trump Card"" or ""Fusion"" Category Ki +3 and HP, ATK & DEF +150%",Meteor Attack,Raises ATK[1] and causes colossal damage to enemy,Ultimate Power!,ATK & DEF +70%; Ki +3 and launches an additional attack that has a medium chance[2] of becoming a Super Attack when attacking; high chance[3] of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn; Transforms when conditions are met,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Fusion"", ""Realm of Gods"", ""Transformation Boost"", ""Movie Heroes"", ""Kamehameha"", ""Final Trump Card"", ""Powerful Comeback"", ""Time Limit"", ""Power Beyond Super Saiyan"", ""Fused Fighters""]","[""5765"", ""19025"", ""21025"", ""24025""]","[""5221"", ""17230"", ""19230"", ""22630""]","[""1992"", ""6575"", ""8575"", ""11175""]","[""\u25ba 12 Ki Multiplier is 160%; 24 Ki Multiplier is 200%\u00a0\u00a0\u00a0\u00a0\u2022 (Full 12-24 Ki Multipliers table)\u25ba SA Lv.20 raises SA Multiplier by an additional 30%"", ""\u25ba  can be farmed to raise Super Attack\u00a0( 1%;  2%)""]","[""\u2191 1.0 1.1 Raises ATK by 30% for 99 turns (How does it work?)\n"", ""\u2191 30% chance for additional attack to become a Super Attack\n"", ""\u2191 50% chance to evade enemy's attack\n""]",41797,,,,,,,,,,Transformation,Transforms starting from the 4th turn from the start of battle,,,, Kamehameha,Raises ATK[1] and causes mega-colossal damage to enemy,,,,,,,,,,
Ultimate and Supreme Fusion,Super Saiyan God SS Gogeta,150,1/20,LR,Super STR,77,41797,30 Jan 2020,9 Jul 2020,"[""Additional Attack"", ""Attack Effective to All"", ""Boost Category"", ""Evasion"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","""Final Trump Card"" or ""Fusion"" Category Ki +3 and HP, ATK & DEF +150%",Stardust Fall,Raises ATK & DEF for 1 turn[1] and causes colossal damage to enemy,Astounding Power!,"ATK & DEF +77%; Ki +5, launches an additional attack, plus an additional ATK & DEF +7% (up to 77%) with each attack performed and attacks effective against all Types as the 1st or 2nd attacker in a turn; launches an additional Super Attack and high chance[3] of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn","[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Warrior Gods Lv 1: ATK +10%Lv 10: ATK +10%; ATK +5% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Fusion"", ""Realm of Gods"", ""Transformation Boost"", ""Movie Heroes"", ""Kamehameha"", ""Final Trump Card"", ""Powerful Comeback"", ""Time Limit"", ""Power Beyond Super Saiyan"", ""Fused Fighters""]","[""5765"", ""19025"", ""21025"", ""24025""]","[""5221"", ""17230"", ""19230"", ""22630""]","[""1992"", ""6575"", ""8575"", ""11175""]","[""\u25ba 12 Ki Multiplier is 160%; 24 Ki Multiplier is 200%\u00a0\u00a0\u00a0\u00a0\u2022 (Full 12-24 Ki Multipliers table)\u25ba SA Lv.20 raises SA Multiplier by an additional 30%"", ""\u25ba Ultimate damage multiplier is 550%\n\u25ba His additional \""ATK & DEF +7% with each attack performed\"" is calculated separately, for a total boost of +213.29% after 11 attacks rather than +154%""]","[""\u2191 Raises SA Multiplier and DEF by 30% for 1 turn\n"", ""\u2191 Raises DEF by 30% for 1 turn\n"", ""\u2191 50% chance to evade enemy's attack\n"", ""\u2191 Raises \""ultimate damage\"" multiplier by 50% during attack\n""]",,,,,,,,,,,,,,,, Meteor Explosion,Raises DEF for 1 turn[2] and causes mega-colossal damage to enemy,,,,Ultimate Kamehameha,Greatly raises ATK temporarily[4] and causes ultimate damage to enemy,"Can be activated when facing only 1 enemy, whose HP is 50% or less, starting from next attacking turn (once only)",,,,
Fused Fighter and Savior of the Future,Vegito,80/100,1/10,SSR to UR,TEQ to Super TEQ,26/34,11863,30 Jan 2020,9 Jul 2020,"[""Additional Attack"", ""Boost Category"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","""Final Trump Card"" or ""Potara"" Category Ki +2 and HP, ATK & DEF +100%",Vegito Combo,Raises ATK[1] and causes supreme damage to enemy,I'm Vegito!,ATK & DEF +50%; Ki +1 and launches an additional attack that has a medium chance[2] of becoming a Super Attack when attacking,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Power Bestowed by God Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Potara"", ""Future Saga"", ""Time Travelers"", ""Final Trump Card"", ""Battle of Wits"", ""Time Limit"", ""Fused Fighters""]","[""2215"", ""8733"", ""10733"", ""13333""]","[""2244"", ""8893"", ""10893"", ""14293""]","[""829"", ""3197"", ""5197"", ""8197""]","[""\u25ba 12 Ki Multiplier is 140%"", ""\u25ba  can be farmed to raise Super Attack""]","[""\u2191 Raises ATK by 30% for 99 turns (How does it work?)\n"", ""\u2191 30% chance for additional attack to become a Super Attack\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Blazing Comeback,Vegito,120,1/10,UR,Super TEQ,58,11864,30 Jan 2020,9 Jul 2020,"[""Additional Attack"", ""Boost Category"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","""Final Trump Card"" or ""Potara"" Category Ki +3 and HP, ATK & DEF +120%",Vegito Combo,Raises ATK[1] and causes supreme damage to enemy,Let's Get This Over With!,ATK & DEF +60%; Ki +2 and launches an additional attack that has a medium chance[2] of becoming a Super Attack when attacking,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Power Bestowed by God Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Potara"", ""Future Saga"", ""Time Travelers"", ""Final Trump Card"", ""Battle of Wits"", ""Time Limit"", ""Fused Fighters""]","[""3128"", ""10324"", ""12324"", ""14924""]","[""3020"", ""9968"", ""11968"", ""15368""]","[""1124"", ""3710"", ""5710"", ""8710""]","[""\u25ba 12 Ki Multiplier is 160%"", ""\u25ba  can be farmed to raise Super Attack""]","[""\u2191 Raises ATK by 30% for 99 turns (How does it work?)\n"", ""\u2191 30% chance for additional attack to become a Super Attack\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultimate and Invincible Fusion,Vegito,150,1/20,LR,Super TEQ,77,11865,30 Jan 2020,9 Jul 2020,"[""Additional Attack"", ""Boost Category"", ""Evasion"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Transformation""]","""Final Trump Card"" or ""Potara"" Category Ki +3 and HP, ATK & DEF +150%",Vegito Combo,Raises ATK[1] and causes colossal damage to enemy,Die!,ATK & DEF +70%; Ki +3 and launches an additional attack that has a medium chance[2] of becoming a Super Attack when attacking; high chance[3] of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn; Transforms when conditions are met,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Power Bestowed by God Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Realm of Gods"", ""Potara"", ""Future Saga"", ""Transformation Boost"", ""Time Travelers"", ""Kamehameha"", ""Final Trump Card"", ""Battle of Wits"", ""Time Limit"", ""Accelerated Battle"", ""Battle of Fate"", ""Power Beyond Super Saiyan"", ""Fused Fighters""]","[""6022"", ""19875"", ""21875"", ""24475""]","[""5066"", ""16720"", ""18720"", ""22120""]","[""2056"", ""6788"", ""8788"", ""11788""]","[""\u25ba 12 Ki Multiplier is 160%; 24 Ki Multiplier is 200%\u00a0\u00a0\u00a0\u00a0\u2022 (Full 12-24 Ki Multipliers table)\u25ba SA Lv.20 raises SA Multiplier by an additional 30%""]","[""\u2191 1.0 1.1 Raises ATK by 30% for 99 turns (How does it work?)\n"", ""\u2191 30% chance for additional attack to become a Super Attack\n"", ""\u2191 50% chance to evade enemy's attack\n""]",41798,,,,,,,,,,Transformation,Transforms starting from the 4th turn from the start of battle,,,, Big Bang Attack,Raises ATK[1] and causes mega-colossal damage to enemy,,,,,,,,,,
Ultimate and Invincible Fusion,Super Saiyan God SS Vegito,150,1/20,LR,Super TEQ,77,41798,30 Jan 2020,9 Jul 2020,"[""Additional Attack"", ""Boost Category"", ""Evasion"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","""Final Trump Card"" or ""Potara"" Category Ki +3 and HP, ATK & DEF +150%",Vegito Sword,Raises ATK & DEF for 1 turn[1] and causes colossal damage to enemy,This Is the End!,"ATK & DEF +77%; Ki +2, launches an additional Super Attack, plus an additional Ki +1 (up to +5) and ATK & DEF +7% (up to 77%) with each attack performed as the 1st or 2nd attacker in a turn; launches an additional Super Attack and high chance[3] of evading enemy's attack (including Super Attack) as the 3rd attacker in a turn","[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Power Bestowed by God Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Realm of Gods"", ""Potara"", ""Future Saga"", ""Transformation Boost"", ""Time Travelers"", ""Kamehameha"", ""Final Trump Card"", ""Battle of Wits"", ""Time Limit"", ""Accelerated Battle"", ""Battle of Fate"", ""Power Beyond Super Saiyan"", ""Fused Fighters""]","[""6022"", ""19875"", ""21875"", ""24475""]","[""5066"", ""16720"", ""18720"", ""22120""]","[""2056"", ""6788"", ""8788"", ""11788""]","[""\u25ba 12 Ki Multiplier is 160%; 24 Ki Multiplier is 200%\u00a0\u00a0\u00a0\u00a0\u2022 (Full 12-24 Ki Multipliers table)\u25ba SA Lv.20 raises SA Multiplier by an additional 30%"", ""\u25ba Ultimate damage multiplier is 550%\n\u25ba His additional \""ATK & DEF +7% with each attack performed\"" is calculated separately, for a total boost of +213.29% after 11 attacks rather than +154%""]","[""\u2191 Raises SA Multiplier and DEF by 30% for 1 turn\n"", ""\u2191 Raises DEF by 30% for 1 turn\n"", ""\u2191 50% chance to evade enemy's attack\n"", ""\u2191 Raises \""ultimate damage\"" multiplier by 50% during attack\n""]",,,,,,,,,,,,,,,, Omega Finishing Blow,Raises DEF for 1 turn[2] and causes mega-colossal damage to enemy,,,,Final Kamehameha,Greatly raises ATK temporarily[4] and causes ultimate damage to enemy,"Can be activated when facing only 1 enemy, whose HP is 50% or less, starting from next attacking turn (once only)",,,,
Joyful Athleticism,Mr. Buu,120,1/10,UR,Super TEQ,40,11866,20 Dec 2019,3 Jul 2020,"[""Boost All"", ""Change Ki Spheres"", ""Lower ATK"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Raise ATK (Ki Sphere)"", ""Raise DEF (Ki Sphere)"", ""Recovery (Ki Sphere)""]","All Types Ki +2 and HP, ATK & DEF +50%",Hip Crash,"Raises DEF for 1 turn,[1] causes supreme damage to enemy and lowers ATK[2]",Plethora of Changes,ATK & DEF +80%; changes INT Ki Spheres and Ki Spheres of another Type to Rainbow Ki Ki Spheres; ATK & DEF +20% and recovers 15000 HP per Rainbow Ki Ki Sphere obtained,"[""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Revival Lv 1: Ki +2Lv 10: Ki +2; ATK & DEF +5% and recovers 5% HP when HP is 50% or less"", ""Master of Magic Lv 1: ATK +15%Lv 10: ATK +15% and all enemies' DEF -10%"", ""Majin Lv 1: ATK & DEF +10%Lv 10: Ki +2 and ATK & DEF +15%"", ""Infinite Regeneration Lv 1: Recovers 3% HPLv 10: Ki +2, recovers 3% HP and DEF +10%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""World Tournament"", ""Resurrected Warriors"", ""Majin Buu Saga"", ""Transformation Boost"", ""Artificial Life Forms"", ""Worthy Rivals"", ""Majin Power"", ""Power Absorption"", ""Bond of Friendship""]","[""3114"", ""10277"", ""11477"", ""13037""]","[""2249"", ""7423"", ""8623"", ""10663""]","[""1505"", ""4968"", ""6168"", ""7968""]","[""\u25ba 12 Ki Multiplier is 140%"", ""\u25ba Because  Ki Spheres do not burst other  Ki Spheres, you can only collect a maximum of 5 at once, meaning the maximum possible boost from  Ki Spheres is ATK & DEF +100% and a recovery of 75,000 HP""]","[""\u2191 Raises DEF by 30% for 1 turn\n"", ""\u2191 Lowers enemy's ATK by 20% for 3 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Challenge from the Demon Realm,Dabura,80/100,1/10,SSR to UR,PHY to Extreme PHY,21/29,11867,26 Dec 2019,8 May 2020,"[""Boost Category"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stun""]","""Majin Buu Saga"" Category Ki +2 and HP, ATK & DEF +100%",Evil Impulse,Causes supreme damage to enemy and lowers DEF[1],Astonishing Sorcery,"ATK & DEF +100%; medium chance[2] of stunning the attacked enemy for 1 turn; ""Majin Buu Saga"" Category Extreme Class allies' Ki +1 and ATK & DEF +20%","[""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Loyalty Lv 1: Ki +1Lv 10: Ki +2 and reduces damage received by 5%"", ""Master of Magic Lv 1: ATK +15%Lv 10: ATK +15% and all enemies' DEF -10%"", ""Majin Resurrection Plan Lv 1: Ki +2Lv 10: Ki +2 and DEF +20%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2""]","[""Majin Buu Saga"", ""Siblings' Bond"", ""Terrifying Conquerors"", ""Corroded Body and Mind""]","[""1976"", ""6925"", ""8925"", ""12325""]","[""2062"", ""7597"", ""9597"", ""12597""]","[""950"", ""3313"", ""5313"", ""7913""]","[""\u25ba 12 Ki Multiplier is 130%"", ""\u25ba  can be purchased with Treasure Items and can be used to raise Super Attack""]","[""\u2191 Lowers enemy's DEF by 40% for 3 turns\n"", ""\u2191 30% chance to stun attacked enemy for 1 turn\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Lord of the Demon Realm's Trial by Fire,Dabura,120,1/10,UR,Extreme PHY,40,11868,26 Dec 2019,8 May 2020,"[""Boost Category"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Defense"", ""Stun""]","""Majin Buu Saga"" Category Ki +3 and HP, ATK & DEF +120%",Evil Impulse,"Raises DEF[1], causes supreme damage to enemy and greatly lowers DEF[2]",Staggering Sorcery,"ATK & DEF +120%; medium chance[3] of stunning the attacked enemy for 2 turns; ""Majin Buu Saga"" Category Extreme Class allies' Ki +2 and ATK & DEF +30%","[""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Loyalty Lv 1: Ki +1Lv 10: Ki +2 and reduces damage received by 5%"", ""Master of Magic Lv 1: ATK +15%Lv 10: ATK +15% and all enemies' DEF -10%"", ""Majin Resurrection Plan Lv 1: Ki +2Lv 10: Ki +2 and DEF +20%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Majin Buu Saga"", ""Siblings' Bond"", ""Terrifying Conquerors"", ""Corroded Body and Mind""]","[""2871"", ""9475"", ""11475"", ""14875""]","[""2814"", ""9289"", ""11289"", ""14289""]","[""1340"", ""4423"", ""6423"", ""9023""]","[""\u25ba 12 Ki Multiplier is 140%""]","[""\u2191 Raises DEF by 30% for 99 turns\n"", ""\u2191 Lowers enemy's DEF by 50% for 3 turns\n"", ""\u2191 30% chance to stun attacked enemy for 2 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Evil Shadow,Spopovich,80/100,1/10,SSR to UR,AGL to Extreme AGL,13/18,11869,26 Dec 2019,8 May 2020,"[""Boost Category"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Defense""]","""World Tournament"" Category Ki +2 and HP, ATK & DEF +30%",Crash Launcher,Causes supreme damage to enemy,Power Far Beyond One's Own,ATK & DEF +50%; plus an additional DEF +20% with each attack received (up to 100%),"[""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Evil Autocrats Lv 1: Ki +1Lv 10: All enemies' DEF -20% and Ki +2"", ""Demonic Power Lv 1: ATK +20%Lv 10: ATK +20% and DEF +10%"", ""Berserker Lv 1: ATK +20% when HP is 50% or lessLv 10: ATK +30% when HP is 50% or less"", ""Tough as Nails Lv 1: DEF +15%Lv 10: DEF +20% and reduces damage received by 5%"", ""Coward Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%""]","[""World Tournament"", ""Majin Buu Saga"", ""Terrifying Conquerors"", ""Earthlings"", ""Corroded Body and Mind""]","[""1902"", ""7129"", ""8329"", ""9889""]","[""1996"", ""7667"", ""8867"", ""10667""]","[""775"", ""2858"", ""4058"", ""6098""]","[""\u25ba 12 Ki Multiplier is 130%"", ""\u25ba His additional DEF +20% is calculated separately, resulting in a boost of +30% with each attack received, for a total boost of DEF +200% after five attacks"", ""\u25ba Can be farmed to raise Super Attack of other Spopovich cards""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creeping Conspiracy,Yamu & Spopovich,120/140,1/15,UR,Extreme AGL,32,11870,26 Dec 2019,8 May 2020,"[""Boost Category"", ""Boost Type"", ""Disable Guard"", ""Lower ATK"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Recovery"", ""Stack Attack"", ""Stack Defense""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Strategy in Motion,,"[""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Evil Autocrats Lv 1: Ki +1Lv 10: All enemies' DEF -20% and Ki +2"", ""Demonic Power Lv 1: ATK +20%Lv 10: ATK +20% and DEF +10%"", ""Berserker Lv 1: ATK +20% when HP is 50% or lessLv 10: ATK +30% when HP is 50% or less"", ""Tough as Nails Lv 1: DEF +15%Lv 10: DEF +20% and reduces damage received by 5%"", ""Coward Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""World Tournament"", ""Majin Buu Saga"", ""Joined Forces"", ""Terrifying Conquerors"", ""Earthlings"", ""Corroded Body and Mind""]","[""2351"", ""7759"", ""8959"", ""10519""]","[""2448"", ""8079"", ""9279"", ""11079""]","[""932"", ""3078"", ""4278"", ""6318""]","[""\u25ba 12 Ki Multiplier is 140%"", ""\u25ba Their additional ATK +20% is calculated separately, resulting in a boost of +38% with each Super Attack performed; each boost lasts 99 turns and it has a limit of ATK +10000%, which is impossible to reach\n\u25ba Their additional DEF +20% is also calculated separately, resulting in a boost of +38% with each attack received, for a total boost of DEF +394% after 8 attacks"", ""\u25ba SA Level can go up to 15, but only through Extreme Z-Awakening with special medals from the Extreme Z-Area event; click on any of the medals for a detailed overview of the Extreme Z-Awakening""]","[""\u2191 Lowers enemy's ATK & DEF by 20% for 3 turns\n""]",,1 Apr 2021,10 Aug 2021,"""World Tournament"" Category Ki +3 and HP, ATK & DEF +77%;<br/>or<br/>Extreme_Class Ki +3 and HP, ATK & DEF +40%",Energy Drain (Extreme),Causes supreme damage to enemy and lowers ATK & DEF[1]; recovers 7% HP,ATK & DEF +90%; Ki +2 plus an additional ATK +20% with each Super Attack performed; plus an additional DEF +20% with each attack received (up to 160%); disables enemy's guard when attacking Super Class enemies,"[""8413"", ""9067"", ""9722"", ""10376"", ""11576"", ""13136""]","[""8760"", ""9441"", ""10123"", ""10804"", ""12004"", ""13804""]","[""3337"", ""3597"", ""3857"", ""4116"", ""5316"", ""7356""]",,,,,,,,,,,,,,,,,
